id,drug_id,description
9367,12913,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7994,12916,"Take with or without food. Sprinkle onto applesauce, yogurt, or pudding and ingest without crushing the granules."
10168,12959,Take with food.
4538,12969,Take with or without food.
7997,13023,Avoid St. John's Wort. This herb induces CYP3A and P glycoprotein and may reduce the serum concentration of darolutamide.
7167,13023,Take with food. This increases the bioavailability of darolutamide.
5128,13024,Take with food. The manufacturer recommends administration with meals.
8003,13060,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib."
8006,13060,Avoid St. John's Wort. This herb induces the CYP3A metabolism of pexidartinib and may reduce its serum concentration.
6156,13060,Take on an empty stomach. Take at least 1 hour before or 2 hours after eating a meal or snack.
8000,13060,Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib.
10178,13064,Take with food.
8012,13156,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of macimorelin and may reduce its serum concentration, which may cause a false-positive test result."
8009,13156,Take on an empty stomach. Fast for at least eight hours before taking macimorelin.
8015,13207,Take with or without food.
9227,13218,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
10173,13229,Take with food.
9372,13231,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8018,13252,Take with or without food.
10183,13280,Drink plenty of fluids.
10188,13280,Take before a meal.
8189,13339,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk.
8192,13339,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
8186,13339,Take at least 2 hours before or after calcium supplements.
8195,13339,Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids.
5871,13339,Take with food. This may reduce gastric irritation.
5107,13339,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
8699,13357,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase anticoagulant/antiplatelet activity of clorindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9482,13429,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8552,13463,Avoid milk and dairy products.
8558,13463,Avoid multivalent ions.
8561,13463,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
8555,13463,Take separate from antacids.
8564,13463,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
9487,13533,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8021,13677,Take after a meal.
8024,13677,Take with a full glass of water.
9377,13698,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9402,13728,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
10198,13762,Take with or without food.
6630,13811,Take with food. Take after a meal.
10203,13843,Take before a meal. Take tilactase before eating food containing lactose.
8027,13930,"Take on an empty stomach. Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours."
8030,13935,Take before a meal.
8036,13955,Take with or without food.
8937,13956,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism."
8942,13956,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism."
8045,13956,Take at the same time every day.
8042,13956,Take with a full glass of water.
8039,13956,Take with or without food.
8051,13960,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of pibrentasvir.
8048,13960,Take with food.
8057,13961,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of glecaprevir.
8054,13961,Take with food.
6219,14022,"Take on an empty stomach. For oral use of semaglutide, take 30 minutes before the first meal of the day."
6222,14022,"Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
8060,14041,Take with food. Take Jatenzo (testosterone undecanoate) oral capsule with food.
10240,14044,Avoid milk and dairy products.
10245,14044,Take with food. Take ferric cation with or just after meals.
8645,14047,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate."
8648,14047,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol acetate. Therefore it may reduce the serum concentration and effectiveness of estradiol acetate.
8651,14049,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate."
8654,14049,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol cypionate. Therefore it may reduce the serum concentration and effectiveness of estradiol cypionate.
8657,14052,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate."
8660,14052,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol valerate. Therefore it may reduce the serum concentration and effectiveness of estradiol valerate.
8069,14099,Avoid antacids.
8066,14099,"Avoid multivalent ions. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir."
8063,14099,Take with or without food.
10250,14123,Take after a meal.
8075,14125,Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily.
8072,14125,Take with a full glass of water.
8081,14126,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fosnetupitant.
5895,14149,Avoid alcohol.
5892,14149,Take with or without food.
9562,14173,Avoid drastic dietary changes.
9537,14173,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9542,14173,Ensure consistent Vitamin K intake.
9517,14212,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8084,14234,"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,."
6210,14244,Take with food.
10255,14374,Take with food.
6213,14561,Take separate from meals. Oral cholera vaccines should be administered on an empty stomach. Avoid food or drink for 60 minutes before and after administration.
8576,14602,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
8591,14603,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8594,14603,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
8588,14603,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
8582,14605,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8585,14605,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
