synonym,drug_id,score,language,coder,source
Hsp90-targeted sn-38 conjugate pen-866,20205,good,english,,Curated CTTI/UNII
C-peptide,20210,good,english,,Curated CTTI/UNII
Human c-peptide,20210,good,english,,Curated CTTI/UNII
Human proinsulin c-peptide,20210,good,english,,Curated CTTI/UNII
Insulin c-peptide,20210,good,english,,Curated CTTI/UNII
Proinsulin c-peptide,20210,good,english,,Curated CTTI/UNII
Proinsulin c-peptide (human),20210,good,english,,Curated CTTI/UNII
Befovacimab,20215,good,english,,Curated CTTI/UNII
Human tissue factor pathway inhibitor-neutralizing antibody (bay 1093884),20215,good,english,,Curated CTTI/UNII
"Immunoglobulin g2, anti-(human tissue factor pathway inhibitor) (human monoclonal 1093884 .gamma.2-chain), disulfide with human monoclonal 1093884 .lambda.-chain, dimer",20215,good,english,,Curated CTTI/UNII
Ibezapolstat,20220,good,english,inn/usan,UNII
Hunterase,20225,good,english,,Curated CTTI/UNII
"Iduronate 2-sulfatase (a-l-iduronate sulfate sulfatase), human proenzyme produced in cho cells (glycoform beta)",20225,good,english,,Curated CTTI/UNII
Idursulfase .beta.,20225,good,english,,Curated CTTI/UNII
Idursulfase beta,20225,good,english,inn,UNII
Ifidancitinib,20230,good,english,inn,UNII
Imaradenant,20235,good,english,inn,UNII
Tovinontrine,20240,good,english,,Curated CTTI/UNII
4-Carboxyimidazole,20245,good,english,,
4-Imidazolecarboxylic acid,20245,good,english,,
Indatuximab ravtansine,20250,good,english,inn,UNII
Human telomerase reverse transcriptase (htert) dna vaccine invac-1,20255,good,english,,Curated CTTI/UNII
"Invac-1, a double stranded dna plasmid vaccine construct encoding ubiquitin-human telomerase reverse transcriptase (htert) fusion protein",20255,good,english,,Curated CTTI/UNII
"81c6, a murine igg2 anti-tenascin monoclonal antibody labeled with iodine 131 (I-131)",20260,good,english,,Curated CTTI/UNII
Anti-tenascin monoclonal antibody 81c6-I-131,20260,good,english,,Curated CTTI/UNII
Iodine i 131 moab 81c6,20260,good,english,,Curated CTTI/UNII
Iodine i 131 monoclonal antibody 81c6,20260,good,english,,Curated CTTI/UNII
Iodine I-131 monoclonal antibody 81c6,20260,good,english,,Curated CTTI/UNII
"Moab, 81c6, murine, iodine-I-131 radiolabeled, to human glioma",20260,good,english,,Curated CTTI/UNII
Neuradiab,20260,good,english,,Curated CTTI/UNII
Ionis-fgfr4rx,20265,good,english,,Curated CTTI/UNII
Isis-fgfr4rx,20265,good,english,,Curated CTTI/UNII
Akcea ttr lrx,20270,good,english,,Curated CTTI/UNII
AKCEA-TTR-LRx,20270,good,english,,Curated CTTI/UNII
Eplontersen,20270,good,english,,Curated CTTI/UNII
Ion-ttr-lrx,20270,good,english,,Curated CTTI/UNII
Ionis-ttr-lrx,20270,good,english,,Curated CTTI/UNII
Iptacopan,20275,good,english,inn,UNII
ISIS-104838,20280,good,english,,Curated CTTI/UNII
IONIS HBVRx,20285,good,english,,Curated CTTI/UNII
Isis-gsk3rx,20285,good,english,,Curated CTTI/UNII
Methylbutane,20290,good,english,,Curated CTTI/UNII
Ispronicline,20300,good,english,inn/usan,UNII
"Immunoglobulin igg4 (230-proline), anti-(human interleukin 33) (human monoclonal regn3500 .gamma.4-chain), disulfide with human monoclonal regn3500 .kappa.-chain, dimer",20305,good,english,,Curated CTTI/UNII
Itepekimab,20305,good,english,inn,UNII
Itolizumab,20310,good,english,inn,UNII
Anti-OX40 Antibody PF-04518600,20315,good,english,,Curated CTTI/UNII
Ivuxolimab,20315,good,english,inn/usan,UNII
Human metastin 45-54,20325,good,english,,Curated CTTI/UNII
Kisspeptin-10 (human),20325,good,english,,Curated CTTI/UNII
Ladarixin,20335,good,english,inn,UNII
Ladostigil,20340,good,english,inn,UNII
Tv-3326 free base,20340,good,english,,Curated CTTI/UNII
Landipirdine,20345,good,english,inn/usan,UNII
Lapaquistat,20350,good,english,inn,UNII
Lazertinib,20355,good,english,inn,UNII
Cdz-173 free base,20360,good,english,,Curated CTTI/UNII
Cdz173 free base,20360,good,english,,Curated CTTI/UNII
Leniolisib,20360,good,english,inn/usan,UNII
G1t38 free base,20365,good,english,,Curated CTTI/UNII
Lerociclib,20365,good,english,inn/usan,UNII
(s)-(-)-nadifloxacin,20370,good,english,,Curated CTTI/UNII
Levonadifloxacin,20370,good,english,inn,UNII
"Nadifloxacin, (s)-",20370,good,english,,Curated CTTI/UNII
Wck 771 free base,20370,good,english,,Curated CTTI/UNII
Wck-771 free base,20370,good,english,,Curated CTTI/UNII
Wck771 free base,20370,good,english,,Curated CTTI/UNII
Lonapegsomatropin,20375,good,english,inn/usan,UNII
lonapegsomatropin-tcgd,20375,good,english,,
RhGH-PEG,20375,good,english,,Curated CTTI/UNII
Transconpeg hGH,20375,good,english,,Curated CTTI/UNII
Transconpeg-hGH,20375,good,english,,Curated CTTI/UNII
Lonaprisan,20380,good,english,inn/usan,UNII
Loncastuximab tesirine,20385,good,english,inn/usan,Curated CTTI/UNII
loncastuximab tesirine-lpyl,20385,good,english,,
(-)-lunasine,20390,good,english,,Curated CTTI/UNII
Lunasin,20390,good,english,,Curated CTTI/UNII
"Lunasine, (-)-",20390,good,english,,Curated CTTI/UNII
"Immunoglobulin, anti-(interleukin 1.beta./interleukin 1.alpha.) (synthetic human a-1234138 heavy chain), disulfide with synthetic human a-1234138 light chain, dimer",20395,good,english,,Curated CTTI/UNII
Lutikizumab,20395,good,english,inn,UNII
Anti-cd47 monoclonal antibody hu5f9-g4,20400,good,english,,Curated CTTI/UNII
"Immunoglobulin g4-kappa, anti-(homo sapiens cd47 (integrin associated protein, iap, mer6, oa3)), monoclonal antibodygamma4 heavy chain (1-444) (vh (homo sapiens ighv1-3*01 (87.8%)-(ighd)-ighj4*01 (100%)) (8.8.10) (1-117)-homo sapiens ighg4*01 (ch1 (118-2",20400,good,english,,Curated CTTI/UNII
"Immunoglobulin g4(225-proline), anti-(human cd47 antigen) (human-mus musculus monoclonal hu5f9-g4 .gamma.4-chain), disulfide with human-mus musculus monoclonal hu5f9-g4 .kappa.-chain, dimer",20400,good,english,,Curated CTTI/UNII
Magrolimab,20400,good,english,inn/usan,UNII
Lopixibat,20405,good,english,,Curated CTTI/UNII
Lopixibat cation,20405,good,english,,
Maralixibat,20405,good,english,usan,UNII
Maralixibat cation,20405,good,english,,Curated CTTI/UNII
Masilukast,20410,good,english,inn,UNII
Egfr t790m inhibitor pf-06747775,20415,good,english,,Curated CTTI/UNII
Mavelertinib,20415,good,english,inn/usan,UNII
Mesdopetam,20420,good,english,inn,UNII
Furavax,20430,good,english,,Curated CTTI/UNII
Trivax,20430,good,english,,Curated CTTI/UNII
Milciclib,20435,good,english,,Curated CTTI/UNII
Milvexian,20440,good,english,inn/usan,UNII
Miricorilant,20445,good,english,inn/usan,UNII
"Immunoglobulin g1, anti-(human folate receptor .alpha.) (human-mus musculus monoclonal m9346a heavy chain), disulfide with human-mus musculus monoclonal m9346a light chain, dimer",20450,good,english,,Curated CTTI/UNII
Mirvetuximab,20450,good,english,inn/usan,UNII
Mitapivat,20455,good,english,inn,UNII
Pkr-in-1,20455,good,english,,Curated CTTI/UNII
Modipafant,20460,good,english,inn,UNII
Modithromycin,20465,good,english,inn/usan,UNII
Bet inhibitor gsk525762,20470,good,english,,Curated CTTI/UNII
Molibresib,20470,good,english,inn/usan,UNII
Human lactoferrin 1-11,20500,good,english,,Curated CTTI/UNII
N-terminal peptide of human lactoferrin 1-11,20500,good,english,,Curated CTTI/UNII
Nafithromycin,20505,good,english,inn,UNII
Nangibotide,20510,good,english,inn,UNII
Micellar nanoparticle-encapsulated epirubicin,20515,good,english,,Curated CTTI/UNII
Nanoparticle epirubicin,20515,good,english,,Curated CTTI/UNII
Nazartinib,20525,good,english,inn/usan,UNII
M-402 free acid,20530,good,english,,Curated CTTI/UNII
Necuparanib,20530,good,english,inn/usan,UNII
Nemiralisib,20540,good,english,inn/usan,UNII
Atr-101 free base,20545,good,english,,Curated CTTI/UNII
Nevanimibe,20545,good,english,inn/usan,UNII
Nidufexor,20550,good,english,inn,UNII
Ct-053 free base,20555,good,english,,Curated CTTI/UNII
Ct-053-ptsa free base,20555,good,english,,Curated CTTI/UNII
Ct053ptsa free base,20555,good,english,,Curated CTTI/UNII
"Immunoglobulin g1, anti-(human neonatal fc receptor) (human monoclonal m281 .gamma.-1 chain), disulfide with human monoclonal m281 .lambda.-chain, dimer",20560,good,english,,Curated CTTI/UNII
Nipocalimab,20560,good,english,inn/usan,UNII
"Immunoglobulin g1-kappa, anti-(human respiratory syncytial virus fusion glycoprotein f0 (protein f))human monoclonal antibody.gamma.1 heavy chain (1-456) (human vh (homo sapiens ighv1-69*01(ighd)-ighj4*01 (90.1%)) (8.8.19) (1-126) -homo sapiens ighg1*03",20565,good,english,,Curated CTTI/UNII
"Immunoglobulin g1, anti-(human respiratory syncytial virus fusion protein)(human monoclonal med18897 .gamma.1-chain), disulfide with monoclonal med18897 .kappa.-chain, dimer",20565,good,english,,Curated CTTI/UNII
Nirsevimab,20565,good,english,inn/usan,UNII
Erlosiban,20570,good,english,,Curated CTTI/UNII
Nolasiban,20570,good,english,inn,UNII
24-norursodeoxycholic acid,20575,good,english,,Curated CTTI/UNII
Nor-ursodeoxycholic acid,20575,good,english,,Curated CTTI/UNII
Norucholic acid,20575,good,english,,Curated CTTI/UNII
NorUrsodeoxycholic Acid,20575,good,english,,Curated CTTI/UNII
Odevixibat,20580,good,english,inn/usan,UNII
Olacaftor,20585,good,english,inn/usan,UNII
Olaparib-bodipy fl,20590,good,english,,Curated CTTI/UNII
PARPi-FL,20590,good,english,,Curated CTTI/UNII
Aavrh10-hsgsh,20595,good,english,,Curated CTTI/UNII
Dna (recombinant adeno-associated virus 2 vector lys-saf302 human n-sulfoglucosamine sulfohydrolase cdna-specifying),20595,good,english,,Curated CTTI/UNII
Olenasufligene relduparvovec,20595,good,english,inn,UNII
Fully human monoclonal antibody targets vascular endothelial growth factor receptor 2,20600,good,english,,Curated CTTI/UNII
"Immunoglobulin g1, anti-(human vascular endothelial growth factor receptor 2) (human monoclonal ttac-0001 heavy chain), disulfide with human monoclonal ttac-0001 light chain, dimer",20600,good,english,,Curated CTTI/UNII
Olinvacimab,20600,good,english,inn,UNII
Tanibirumab,20600,good,english,,Curated CTTI/UNII
Olodanrigan,20605,good,english,inn,UNII
Olutasidenib,20610,good,english,inn/usan,UNII
Dna (recombinant vaccinia virus strain livp clone gl-onc1),20615,good,english,,Curated CTTI/UNII
DNA (synthetic vaccinia virus oncolytic-strain GLV-1h68 (complete genome)),20615,good,english,,Curated CTTI/UNII
Olvimulogene nanivacirepvec,20615,good,english,inn/usan,UNII
Daromun component l19tnf,20620,good,english,,Curated CTTI/UNII
Fibromun,20620,good,english,,Curated CTTI/UNII
"Immunoglobulin, anti-(human fibronectin ed-b domain) (synthetic human clone l19 scfv fragment) fusion protein with human tumor necrosis factor .alpha., trimer",20620,good,english,,Curated CTTI/UNII
Onfekafusp alfa,20620,good,english,inn,UNII
Ontecizumab,20625,good,english,,Curated CTTI/UNII
Ontuxizumab,20625,good,english,inn/usan,UNII
Opiranserin,20630,good,english,inn,UNII
Vvz-149 free base,20630,good,english,,Curated CTTI/UNII
Orelabrutinib,20635,good,english,inn,UNII
Osalmid,20640,good,english,inn/jan,UNII
Osoresnontrine,20645,good,english,inn,UNII
"Immunoglobulin, anti-(human cd antigen cd37) (synthetic human-mus musculus fragment tru-016), dimer",20650,good,english,,Curated CTTI/UNII
Otlertuzumab,20650,good,english,inn/usan,UNII
Paltusotine,20660,good,english,inn,UNII
1-36 hpthrp,20665,good,english,,Curated CTTI/UNII
1-36 human humoral hypercalcemic factor,20665,good,english,,Curated CTTI/UNII
1-36 human parathyroid hormone-related protein,20665,good,english,,Curated CTTI/UNII
Parathormone-related peptide (1-36) (human),20665,good,english,,Curated CTTI/UNII
Parathyroid hormone related protein (1-36),20665,good,english,,Curated CTTI/UNII
Parathyroid hormone related protein(1-36),20665,good,english,,Curated CTTI/UNII
Parathyroid hormone-related protein 1-36,20665,good,english,,Curated CTTI/UNII
Pecavaptan,20670,good,english,inn,UNII
Pegcantratinib,20675,good,english,inn/usan,UNII
Asparec,20680,good,english,,Curated CTTI/UNII
Mpeg-r-crisantaspase,20680,good,english,,Curated CTTI/UNII
Pegcrisantaspase,20680,good,english,inn,UNII
Pegylated dickeya chrysanthemi l-asparaginase,20680,good,english,,Curated CTTI/UNII
Pegylated erwinia chrysanthemi l-asparaginase,20680,good,english,,Curated CTTI/UNII
Pegylated recombinant human arginase i bct-100,20685,good,english,,Curated CTTI/UNII
Ersatta,20690,good,english,,Curated CTTI/UNII
Pegylated human c-peptide,20690,good,english,,Curated CTTI/UNII
AKCEA-APO(a)-LRx,20695,good,english,,Curated CTTI/UNII
IONIS-APO(a)-LRx,20695,good,english,,Curated CTTI/UNII
Isis-681257 (galnac3--conjugated aso targeting human lipoprotein (a)) free acid,20695,good,english,,Curated CTTI/UNII
Pelacarsen,20695,good,english,inn/usan,UNII
Pelcitoclax,20700,good,english,inn,UNII
Ladd listeria monocytogenes jnj-64041757,20705,good,english,,Curated CTTI/UNII
Live-attenuated listeria monocytogenes encoding egfrviii-mesothelin vaccine jnj-64041757,20705,good,english,,Curated CTTI/UNII
Pemlimogene merolisbac,20705,good,english,inn/usan,UNII
"Recombinant live-attenuated double-deleted (ladd) strain of listeria monocytogenes (lm .delta.acta/.delta.inlb) expressing a fusion protein comprising the n-terminal 100 amino acids of the lm acta protein (actan100), 5 tandem copies of a 21 amino acid fr",20705,good,english,,Curated CTTI/UNII
Penehyclidine,20710,good,english,,Curated CTTI/UNII
Penequine,20710,good,english,,Curated CTTI/UNII
Penequinine,20710,good,english,,Curated CTTI/UNII
Penethequinine,20710,good,english,,Curated CTTI/UNII
Paeoniflorin,20715,good,english,,Curated CTTI/UNII
Alnedlsswtaadt,20720,good,english,,Curated CTTI/UNII
Optiquel,20720,good,english,,Curated CTTI/UNII
Peptide b27pd,20720,good,english,,Curated CTTI/UNII
Adaptavir,20725,good,english,,Curated CTTI/UNII
"Peptide t amide, 1(d-ala)",20725,good,english,,Curated CTTI/UNII
Peretinoin,20730,good,english,inn/jan,UNII
Acri-deca,20735,good,english,,Curated CTTI/UNII
Fluosol da perfluorodecalin,20735,good,english,,Curated CTTI/UNII
Octadecafluorodecahydronaphthalene,20735,good,english,,Curated CTTI/UNII
Perflunafene,20735,good,english,,Curated CTTI/UNII
Perfluorodecalin,20735,good,english,,Curated CTTI/UNII
Perftoran component perfluorodecalin,20735,good,english,,Curated CTTI/UNII
Pexiganan,20740,good,english,inn,UNII
Pexmetinib,20745,good,english,inn,UNII
Pi3k-gamma inhibitor ipi-549,20755,good,english,,Curated CTTI/UNII
Polifeprosan,20765,good,english,,Curated CTTI/UNII
Polifeprosan 20,20765,good,english,usan,UNII
Poseltinib,20770,good,english,inn,UNII
Praliciguat,20775,good,english,inn/usan,UNII
Synthetic PreImplantation Factor,20780,good,english,,Curated CTTI/UNII
Psma-hbed-cc,20790,good,english,,Curated CTTI/UNII
Iap inhibitor at-406,20800,good,english,,Curated CTTI/UNII
Xevinapant,20800,good,english,,Curated CTTI/UNII
AMPT,20805,good,english,,
"D,L-metyrosine",20805,good,english,,Curated CTTI/UNII
DL-metyrosine,20805,good,english,,Curated CTTI/UNII
Racemetirosina,20805,good,spanish,inn,
Racemetirosine,20805,good,english,,Curated CTTI/UNII
Racemetirosinum,20805,good,latin,inn,
Racemetyrosine,20805,good,english,usan,UNII
Sm-88 component racemetyrosine,20805,good,english,,Curated CTTI/UNII
Anti-cd3 immunotoxin a-dmdt390-bisfv(ucht1),20810,good,english,,Curated CTTI/UNII
Recombinant anti-cdr-bi-single-chain-fv-diphtheria toxin fusion protein,20810,good,english,,Curated CTTI/UNII
Recombinant anti-cdr-bi-single-chain-fv-diptheria toxin fusion protein,20810,good,english,,Curated CTTI/UNII
Resimmune,20810,good,english,,Curated CTTI/UNII
Revaprazan,20815,good,english,inn,UNII
Yh-1885 free base,20815,good,english,,Curated CTTI/UNII
Revusiran,20820,good,english,inn,UNII
Biafungin,20825,good,english,,Curated CTTI/UNII
Rezafungin,20825,good,english,usan,UNII
Rezafungin cation,20825,good,english,,Curated CTTI/UNII
Rezafungin ion,20825,good,english,,Curated CTTI/UNII
.beta.-lactamase (synthetic bacillus licheniformis isoenzyme syn-004),20830,good,english,,Curated CTTI/UNII
Ribaxamase,20830,good,english,inn/usan,UNII
"Immunoglobulin g4, anti-(human platelet-derived growth factor receptor~) (human monoclonal regn2176 heavy chain), disulfide with human monoclonal regn2176 k-chain, dimer",20840,good,english,,Curated CTTI/UNII
Rinucumab,20840,good,english,inn/usan,UNII
"Immunoglobulin g1-kappa, anti-(homo sapiens ms4a1 (membrane-spanning 4-domains subfamily a member 1, cd20)), chimeric monoclonal antibody",20845,good,english,,Curated CTTI/UNII
"Immunoglobulin igg1, anti-(human cd20 antigen) (human-mus musculus monoclonal disulfide sct400 .gamma.1-chain), disulfide with human-mus musculus monoclonal sct400 .kappa.-chain, dimer",20845,good,english,,Curated CTTI/UNII
Ripertamab,20845,good,english,inn,UNII
Rivenprost,20850,good,english,inn,UNII
Rocakinogene sifuplasmid,20855,good,english,inn,UNII
"Immunoglobulin g1-kappa, anti-(homo sapiens rhd(rhesus blood group d antigen, rhd, cd240d)), homo sapiens monoclonal antibody",20860,good,english,,Curated CTTI/UNII
Roledumab,20860,good,english,inn,UNII
Hutbti3_2_1,20865,good,english,,Curated CTTI/UNII
Romilkimab,20865,good,english,inn/usan,UNII
Ror gama modulator 1,20870,good,english,,Curated CTTI/UNII
Rovazolac,20875,good,english,inn/usan,UNII
Anti-tim-3 monoclonal antibody mbg453,20885,good,english,,Curated CTTI/UNII
Anti-tim3 checkpoint inhibitor mbg453,20885,good,english,,Curated CTTI/UNII
"Immunoglobulin g4 (226-proline,de-c-terminal-lysine), anti-(human hepatitis virus a cellular receptor 2) (human-mus musculus monoclonal clone nvs260714 .gamma.4-chain), disulfide with human-mus musculus monoclonal clone nvs260714 .kappa.-chain, dimer",20885,good,english,,Curated CTTI/UNII
"Immunoglobulin g4-kappa, anti-(homo sapiens havcr2 (hepatitis a virus cellular receptor 2, t-cell immunoglobulin mucin family member 3, tim-3, tim3, timd3, cd366)), humanized monoclonal antibody",20885,good,english,,Curated CTTI/UNII
Sabatolimab,20885,good,english,inn,UNII
Dota satoreotide,20890,good,english,,Curated CTTI/UNII
Satoreotide dota,20890,good,english,,Curated CTTI/UNII
Satoreotide tetraxetan,20890,good,english,inn,UNII
Selgantolimod,20895,good,english,inn/usan,UNII
Selodenoson,20900,good,english,inn/usan,UNII
L-sepiapterin,20905,good,english,,Curated CTTI/UNII
Sepiapterine,20905,good,english,,Curated CTTI/UNII
Sepofarsen,20910,good,english,inn/usan,UNII
